RESULT	idle	40	2.051	3.262	0.26	13.4	0	90
RESULT	cpu	63	7.960	19.890	0.60	13.3	0	90
RESULT	net	67	8.411	16.983	0.67	13.3	0	90
RESULT	short	802	103.195	139.825	6.65	15.8	0	90
